id,value
id_226,4.906415365075957
id_227,69.56827238098357
id_228,28.621076847223158
id_229,2.398767583704383
id_230,39.50885231202031
id_231,15.63858252437842
id_232,22.310653893005245
id_233,9.317894656792188
id_234,12.255477902356686
id_235,22.44366028079231
id_236,13.285968391372863
id_237,0.7000771702360066
id_238,22.20101618841685
id_239,1.889087292224758
